2L:1-23011544	2L:?..?	 R6: in area of change
X:21425001-21780000	X:21553974..22378167	 R6: includes 16 area(s) of change
X:22230001-22422827	X:22828165..23020991	 R6:  
3L:2220001-5435000	3L:2220001..5441900	 R6: includes 1 area of change
3L:8040001-8460000	3L:8046901..8466900	 R6:  
3L:23335001-24543557	3L:23341901..24550457	 R6: includes 2 area(s) of change
2R:1-2140000	2R:4112496..6252495	 R6: includes 2 area(s) of change
2R:2060001-2310000	2R:6172496..6422495	 R6:  
2R:2430001-3715000	2R:6542496..7827495	 R6:  
2R:20485001-20685000	2R:24597478..24797477	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:80001-300000	3R:4254279..4474278	 R6:  
3R:240001-640000	3R:4414279..4814278	 R6:  
3R:665001-870000	3R:4839279..5044278	 R6:  
3R:9115001-9690000	3R:13289279..13864278	 R6:  
3R:9790001-12460000	3R:13964279..16634278	 R6:  
3R:12385001-27905000	3R:16559279..32079278	 R6:  
2L:22100001-22380000	2L:22100001..22380000	 R6:  
2L:22315001-22650000	2L:22315001..22757268	 R6: includes 1 area of change
2L:22880001-23011544	2L:?..?	 R6: in area of change
X:6400001-7555000	X:6505968..7660967	 R6:  
X:11350001-11550000	X:11455968..11655967	 R6:  
X:21430001-21905000	X:21558974..22503164	 R6: includes 22 area(s) of change
X:22315001-22422827	X:22913165..23020991	 R6:  
3L:30001-24543557	3L:30001..24550457	 R6: includes 3 area(s) of change
2R:1-400000	2R:4112496..4512495	 R6: includes 2 area(s) of change
2R:7265001-8235000	2R:11377496..12347495	 R6:  
2R:8185001-21146708	2R:12297496..25259185	 R6: includes 2 area(s) of change
3R:1-4935000	3R:4174279..9109278	 R6:  
3R:4955001-5585000	3R:9129279..9759278	 R6:  
3R:5495001-6545000	3R:9669279..10719278	 R6:  
3R:8620001-9140000	3R:12794279..13314278	 R6:  
3R:9045001-11475000	3R:13219279..15649278	 R6:  
3R:11505001-12050000	3R:15679279..16224278	 R6:  
3R:11985001-14435000	3R:16159279..18609278	 R6:  
3R:19260001-19515000	3R:23434279..23689278	 R6:  
2L:1670001-1910000	2L:1670001..1910000	 R6:  
2L:6495001-6755000	2L:6495001..6755000	 R6:  
2L:7835001-8690000	2L:7835001..8690000	 R6:  
2L:21290001-21510000	2L:21290001..21510000	 R6: includes 1 area of change
2L:22290001-23011544	2L:?..?	 R6: in area of change
X:1-115000	X:?..?	 R6: in area of change
X:185001-510000	X:290968..615967	 R6:  
X:11325001-11555000	X:11430968..11660967	 R6:  
X:19190001-22422827	X:19295968..23020991	 R6: includes 46 area(s) of change
3L:1-24543557	3L:1..24550457	 R6: includes 3 area(s) of change
2R:1-355000	2R:4112496..4467495	 R6: includes 2 area(s) of change
2R:260001-915000	2R:4372496..5027495	 R6:  
2R:2060001-2410000	2R:6172496..6522495	 R6:  
2R:12210001-12490000	2R:16322496..16602495	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:1-8590000	3R:4174279..12764278	 R6:  
3R:8505001-9255000	3R:12679279..13429278	 R6:  
3R:9185001-10965000	3R:13359279..15139278	 R6:  
3R:10935001-27905000	3R:15109279..32079278	 R6:  
2L:1675001-1915000	2L:1675001..1915000	 R6:  
2L:20045001-20305000	2L:20045001..20305000	 R6:  
2L:21310001-21540000	2L:21310001..21540000	 R6: includes 1 area of change
2L:21955001-22505000	2L:21955001..22612268	 R6: includes 1 area of change
2L:22465001-23011544	2L:?..?	 R6: in area of change
X:1-4585000	X:103614..4690967	 R6: includes 105 area(s) of change
X:4500001-5935000	X:4605968..6040967	 R6: includes 1 area of change
X:11315001-11565000	X:11420968..11670967	 R6:  
X:14075001-14505000	X:14180968..14610967	 R6:  
X:15750001-16050000	X:15855968..16155967	 R6:  
X:21205001-21800000	X:21333974..22398167	 R6: includes 16 area(s) of change
X:21705001-21905000	X:?..?	 R6: in area of change
X:22240001-22422827	X:22838165..23020991	 R6:  
3L:7195001-10785000	3L:7201901..10791900	 R6:  
3L:14680001-24543557	3L:14686901..24550457	 R6: includes 2 area(s) of change
2R:1-1045000	2R:4112496..5157495	 R6: includes 2 area(s) of change
2R:2055001-2290000	2R:6167496..6402495	 R6:  
2R:11290001-11490000	2R:15402496..15602495	 R6:  
2R:20485001-20685000	2R:24597478..24797477	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:1-6970000	3R:4174279..11144278	 R6:  
3R:7020001-8640000	3R:11194279..12814278	 R6:  
3R:8775001-9155000	3R:12949279..13329278	 R6:  
3R:9295001-27905000	3R:13469279..32079278	 R6:  
2L:1670001-1910000	2L:1670001..1910000	 R6:  
2L:21320001-21550000	2L:21320001..21550000	 R6: includes 1 area of change
2L:22000001-23011544	2L:?..?	 R6: in area of change
X:1-1775000	X:103614..1880967	 R6: includes 105 area(s) of change
X:2840001-3825000	X:2945968..3930967	 R6:  
X:6210001-8285000	X:6315968..8390967	 R6:  
X:8535001-8935000	X:8640968..9040967	 R6:  
X:11205001-11775000	X:11310968..11880967	 R6:  
X:21285001-21495000	X:21413974..21623973	 R6:  
X:21405001-21780000	X:21533974..22378167	 R6: includes 16 area(s) of change
X:22240001-22422827	X:22838165..23020991	 R6:  
3L:23630001-24425000	3L:23636901..24431900	 R6:  
3L:24335001-24543557	3L:24341901..24550457	 R6: includes 2 area(s) of change
2R:1-1115000	2R:4112496..5227495	 R6: includes 2 area(s) of change
2R:11290001-11490000	2R:15402496..15602495	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:3765001-3975000	3R:7939279..8149278	 R6:  
3R:5955001-7995000	3R:10129279..12169278	 R6:  
3R:8010001-12115000	3R:12184279..16289278	 R6:  
3R:12055001-27905000	3R:16229279..32079278	 R6:  
2L:1-19540000	2L:1..19540000	 R6:  
2L:19510001-21515000	2L:19510001..21515000	 R6: includes 1 area of change
2L:21440001-23011544	2L:?..?	 R6: in area of change
X:1-120000	X:?..?	 R6: in area of change
X:4505001-4815000	X:4610968..4920967	 R6: includes 1 area of change
X:7640001-8130000	X:7745968..8235967	 R6:  
X:10620001-10820000	X:10725968..10925967	 R6:  
X:11310001-11535000	X:11415968..11640967	 R6:  
X:11840001-12115000	X:11945968..12220967	 R6:  
X:12920001-13185000	X:13025968..13290967	 R6:  
X:17220001-18750000	X:17325968..18855967	 R6:  
X:18835001-21230000	X:18940968..21358973	 R6: includes 24 area(s) of change
X:21505001-21755000	X:?..?	 R6: in area of change
X:21660001-21780000	X:21788974..22378167	 R6: includes 14 area(s) of change
X:22030001-22255000	X:22628165..22853164	 R6:  
X:22170001-22422827	X:22768165..23020991	 R6:  
3L:13030001-24543557	3L:13036901..24550457	 R6: includes 2 area(s) of change
2R:1-3830000	2R:4112496..7942495	 R6: includes 2 area(s) of change
2R:4310001-6005000	2R:8422496..10117495	 R6:  
2R:11290001-11490000	2R:15402496..15602495	 R6:  
2R:13540001-14045000	2R:17652496..18157495	 R6:  
2R:20485001-20685000	2R:24597478..24797477	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:1-27905000	3R:4174279..32079278	 R6:  
2L:1-125000	2L:1..125000	 R6:  
2L:1675001-1910000	2L:1675001..1910000	 R6:  
2L:7180001-7680000	2L:7180001..7680000	 R6:  
2L:7650001-10625000	2L:7650001..10625000	 R6:  
2L:10540001-11060000	2L:10540001..11060000	 R6:  
2L:10970001-12460000	2L:10970001..12460000	 R6:  
2L:21310001-21510000	2L:21310001..21510000	 R6: includes 1 area of change
2L:22000001-22305000	2L:22000001..22305000	 R6:  
2L:22290001-23011544	2L:?..?	 R6: in area of change
X:1-375000	X:103614..480967	 R6: includes 105 area(s) of change
X:335001-545000	X:440968..650967	 R6:  
X:9215001-9550000	X:9320968..9655967	 R6:  
X:10620001-10820000	X:10725968..10925967	 R6:  
X:11315001-11555000	X:11420968..11660967	 R6:  
X:14180001-14780000	X:14285968..14885967	 R6:  
X:18245001-19180000	X:18350968..19285967	 R6:  
X:21405001-21780000	X:21533974..22378167	 R6: includes 16 area(s) of change
X:22190001-22422827	X:22788165..23020991	 R6:  
3L:1-1065000	3L:1..1065000	 R6:  
3L:1270001-24543557	3L:1270001..24550457	 R6: includes 3 area(s) of change
2R:1-410000	2R:4112496..4522495	 R6: includes 2 area(s) of change
2R:315001-715000	2R:4427496..4827495	 R6:  
2R:660001-1125000	2R:4772496..5237495	 R6:  
2R:1190001-1635000	2R:5302496..5747495	 R6:  
2R:2110001-2315000	2R:6222496..6427495	 R6:  
2R:11290001-11490000	2R:15402496..15602495	 R6:  
2R:12225001-16370000	2R:16337496..20482495	 R6:  
2R:16895001-20075000	2R:21007496..24187477	 R6: includes 1 area of change
2R:20485001-20685000	2R:24597478..24797477	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:1-23800000	3R:4174279..27974278	 R6:  
3R:23705001-24855000	3R:27879279..29029278	 R6:  
3R:24775001-27905000	3R:28949279..32079278	 R6:  
2L:1-115000	2L:1..115000	 R6:  
2L:7175001-9490000	2L:7175001..9490000	 R6:  
2L:21300001-21510000	2L:21300001..21510000	 R6: includes 1 area of change
2L:22015001-23011544	2L:?..?	 R6: in area of change
X:1-140000	X:103614..245967	 R6: includes 105 area(s) of change
X:100001-430000	X:203005..535967	 R6: includes 98 area(s) of change
X:345001-585000	X:450968..690967	 R6:  
X:5610001-5900000	X:5715968..6005967	 R6:  
X:6175001-6445000	X:6280968..6550967	 R6:  
X:10620001-10825000	X:10725968..10930967	 R6:  
X:11315001-11625000	X:11420968..11730967	 R6:  
X:11840001-12115000	X:11945968..12220967	 R6:  
X:14070001-14650000	X:14175968..14755967	 R6:  
X:21405001-21780000	X:21533974..22378167	 R6: includes 16 area(s) of change
X:22185001-22422827	X:22783165..23020991	 R6:  
3L:17550001-24543557	3L:17556901..24550457	 R6: includes 2 area(s) of change
2R:1-480000	2R:4112496..4592495	 R6: includes 2 area(s) of change
2R:395001-1025000	2R:4507496..5137495	 R6:  
2R:2060001-2310000	2R:6172496..6422495	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:1-5240000	3R:4174279..9414278	 R6:  
3R:6900001-7100000	3R:11074279..11274278	 R6:  
3R:19255001-19515000	3R:23429279..23689278	 R6:  
2L:1-1285000	2L:1..1285000	 R6:  
2L:1275001-5115000	2L:1275001..5115000	 R6:  
2L:10290001-14400000	2L:10290001..14400000	 R6:  
2L:14440001-14930000	2L:14440001..14930000	 R6:  
2L:15085001-20005000	2L:15085001..20005000	 R6:  
2L:21300001-21515000	2L:21300001..21515000	 R6: includes 1 area of change
2L:21435001-21570000	2L:21435001..21570000	 R6: includes 1 area of change
2L:21480001-21830000	2L:21480001..21830000	 R6: includes 1 area of change
2L:22005001-23011544	2L:?..?	 R6: in area of change
X:1-115000	X:?..?	 R6: in area of change
X:2575001-2955000	X:2680968..3060967	 R6:  
X:14220001-14650000	X:14325968..14755967	 R6:  
X:20860001-21125000	X:20988974..21253973	 R6:  
X:21405001-21730000	X:?..?	 R6: in area of change
X:21685001-22060000	X:22261106..22658164	 R6: includes 9 area(s) of change
X:22190001-22422827	X:22788165..23020991	 R6:  
3L:22860001-24543557	3L:22866901..24550457	 R6: includes 2 area(s) of change
2R:1-2975000	2R:4112496..7087495	 R6: includes 2 area(s) of change
2R:20485001-20685000	2R:24597478..24797477	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:19260001-19515000	3R:23434279..23689278	 R6:  
3R:21865001-22085000	3R:26039279..26259278	 R6:  
2L:1-120000	2L:1..120000	 R6:  
2L:21300001-21545000	2L:21300001..21545000	 R6: includes 1 area of change
2L:21570001-21770000	2L:21570001..21770000	 R6:  
2L:21965001-22335000	2L:21965001..22335000	 R6:  
2L:22265001-23011544	2L:?..?	 R6: in area of change
X:1-375000	X:103614..480967	 R6: includes 105 area(s) of change
X:3040001-4250000	X:3145968..4355967	 R6:  
X:5610001-5860000	X:5715968..5965967	 R6:  
X:6905001-7290000	X:7010968..7395967	 R6:  
X:11315001-11550000	X:11420968..11655967	 R6:  
X:11840001-12145000	X:11945968..12250967	 R6:  
X:13370001-14060000	X:13475968..14165967	 R6:  
X:14070001-14380000	X:14175968..14485967	 R6:  
X:15290001-15520000	X:15395968..15625967	 R6:  
X:19730001-19975000	X:19835968..20080967	 R6:  
X:19885001-20180000	X:19990968..20308973	 R6: includes 24 area(s) of change
X:20855001-21115000	X:20983974..21243973	 R6:  
X:21190001-21770000	X:21318974..22368167	 R6: includes 16 area(s) of change
X:22185001-22422827	X:22783165..23020991	 R6:  
3L:1-12115000	3L:1..12121900	 R6: includes 1 area of change
3L:12025001-20135000	3L:12031901..20141900	 R6:  
3L:20230001-24543557	3L:20236901..24550457	 R6: includes 2 area(s) of change
2R:1-1615000	2R:4112496..5727495	 R6: includes 2 area(s) of change
2R:2060001-2445000	2R:6172496..6557495	 R6:  
2R:17385001-17635000	2R:21497496..21747495	 R6:  
2R:18720001-19235000	2R:22832478..23347477	 R6:  
2R:20485001-20685000	2R:24597478..24797477	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:1-5760000	3R:4174279..9934278	 R6:  
2L:21360001-21510000	2L:21360001..21510000	 R6: includes 1 area of change
2L:22115001-22380000	2L:22115001..22380000	 R6:  
2L:22710001-22960000	2L:22817269..23067268	 R6:  
2L:22910001-23011544	2L:?..?	 R6: in area of change
X:1-115000	X:?..?	 R6: in area of change
X:21425001-21780000	X:21553974..22378167	 R6: includes 16 area(s) of change
X:21705001-21905000	X:?..?	 R6: in area of change
X:22230001-22422827	X:22828165..23020991	 R6:  
3L:1-24543557	3L:1..24550457	 R6: includes 3 area(s) of change
2R:1-170000	2R:4112496..4282495	 R6: includes 2 area(s) of change
2R:80001-285000	2R:4192496..4397495	 R6:  
2R:2110001-2400000	2R:6222496..6512495	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:1-3855000	3R:4174279..8029278	 R6:  
3R:3765001-27905000	3R:7939279..32079278	 R6:  
2L:1-125000	2L:1..125000	 R6:  
2L:210001-2260000	2L:210001..2260000	 R6:  
2L:10090001-11165000	2L:10090001..11165000	 R6:  
2L:11135001-12600000	2L:11135001..12600000	 R6:  
2L:12575001-13235000	2L:12575001..13235000	 R6:  
2L:20045001-20300000	2L:20045001..20300000	 R6:  
2L:21295001-21510000	2L:21295001..21510000	 R6: includes 1 area of change
2L:22005001-22770000	2L:22005001..22877268	 R6: includes 1 area of change
2L:22705001-22960000	2L:22812269..23067268	 R6:  
2L:22880001-23011544	2L:?..?	 R6: in area of change
X:1-115000	X:?..?	 R6: in area of change
X:170001-530000	X:275968..635967	 R6:  
X:11840001-12175000	X:11945968..12280967	 R6:  
X:19775001-20200000	X:19880968..20328973	 R6: includes 24 area(s) of change
X:20855001-21230000	X:20983974..21358973	 R6:  
X:21440001-21780000	X:21568974..22378167	 R6: includes 16 area(s) of change
X:22230001-22422827	X:22828165..23020991	 R6:  
3L:1-24543557	3L:1..24550457	 R6: includes 3 area(s) of change
2R:1-1285000	2R:4112496..5397495	 R6: includes 2 area(s) of change
2R:1285001-1595000	2R:5397496..5707495	 R6:  
2R:2060001-2425000	2R:6172496..6537495	 R6:  
2R:4815001-5850000	2R:8927496..9962495	 R6:  
2R:5760001-8200000	2R:9872496..12312495	 R6:  
2R:8245001-21146708	2R:12357496..25259185	 R6: includes 2 area(s) of change
3R:1-9580000	3R:4174279..13754278	 R6:  
3R:9490001-10850000	3R:13664279..15024278	 R6:  
3R:10755001-27905000	3R:14929279..32079278	 R6:  
2L:1-960000	2L:1..960000	 R6:  
2L:21255001-21505000	2L:21255001..21505000	 R6: includes 1 area of change
2L:21440001-21690000	2L:21440001..21690000	 R6: includes 1 area of change
2L:22275001-22505000	2L:22275001..22612268	 R6: includes 1 area of change
2L:22445001-23011544	2L:?..?	 R6: in area of change
X:1-140000	X:103614..245967	 R6: includes 105 area(s) of change
X:5610001-5865000	X:5715968..5970967	 R6:  
X:9895001-11240000	X:10000968..11345967	 R6:  
X:11325001-11555000	X:11430968..11660967	 R6:  
X:14110001-14505000	X:14215968..14610967	 R6:  
X:20860001-21140000	X:20988974..21268973	 R6:  
X:21435001-21780000	X:21563974..22378167	 R6: includes 16 area(s) of change
X:21685001-21935000	X:22261106..22533164	 R6: includes 9 area(s) of change
X:22265001-22422827	X:22863165..23020991	 R6:  
3L:1-1235000	3L:1..1235000	 R6:  
3L:1960001-2230000	3L:1960001..2230000	 R6:  
3L:2300001-3235000	3L:2300001..3235000	 R6:  
3L:23215001-23640000	3L:23221901..23646900	 R6:  
3L:23555001-24230000	3L:23561901..24236900	 R6:  
3L:24355001-24543557	3L:24361901..24550457	 R6: includes 2 area(s) of change
2R:1-410000	2R:4112496..4522495	 R6: includes 2 area(s) of change
2R:375001-720000	2R:4487496..4832495	 R6:  
2R:660001-1115000	2R:4772496..5227495	 R6:  
2R:8810001-9205000	2R:12922496..13317495	 R6:  
2R:11290001-11500000	2R:15402496..15612495	 R6:  
2R:20485001-20685000	2R:24597478..24797477	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:240001-440000	3R:4414279..4614278	 R6:  
3R:670001-870000	3R:4844279..5044278	 R6:  
3R:3765001-3975000	3R:7939279..8149278	 R6:  
3R:6900001-7100000	3R:11074279..11274278	 R6:  
3R:10170001-12815000	3R:14344279..16989278	 R6:  
3R:12735001-27905000	3R:16909279..32079278	 R6:  
2L:1-21510000	2L:1..21510000	 R6: includes 1 area of change
2L:21440001-23011544	2L:?..?	 R6: in area of change
X:1-105000	X:103614..208038	 R6: includes 37 area(s) of change
X:3455001-3660000	X:3560968..3765967	 R6:  
X:6190001-6410000	X:6295968..6515967	 R6:  
X:11350001-11550000	X:11455968..11655967	 R6:  
X:21510001-21905000	X:21638974..22503164	 R6: includes 22 area(s) of change
X:22320001-22422827	X:22918165..23020991	 R6:  
3L:20600001-24543557	3L:20606901..24550457	 R6: includes 2 area(s) of change
2R:1-1125000	2R:4112496..5237495	 R6: includes 2 area(s) of change
2R:1220001-2075000	2R:5332496..6187495	 R6:  
2R:2020001-8035000	2R:6132496..12147495	 R6:  
2R:7975001-21146708	2R:12087496..25259185	 R6: includes 2 area(s) of change
3R:1-425000	3R:4174279..4599278	 R6:  
3R:345001-5235000	3R:4519279..9409278	 R6:  
3R:5160001-9120000	3R:9334279..13294278	 R6:  
3R:9030001-9730000	3R:13204279..13904278	 R6:  
3R:9675001-12910000	3R:13849279..17084278	 R6:  
3R:13170001-27905000	3R:17344279..32079278	 R6:  
2L:1-17705000	2L:1..17705000	 R6:  
2L:17615001-18190000	2L:17615001..18190000	 R6:  
2L:18465001-21515000	2L:18465001..21515000	 R6: includes 1 area of change
2L:21445001-23011544	2L:?..?	 R6: in area of change
X:1-2790000	X:103614..2895967	 R6: includes 105 area(s) of change
X:2965001-3430000	X:3070968..3535967	 R6:  
X:3785001-5115000	X:3890968..5220967	 R6: includes 1 area of change
X:11320001-11645000	X:11425968..11750967	 R6:  
X:21405001-21780000	X:21533974..22378167	 R6: includes 16 area(s) of change
X:21705001-21960000	X:?..?	 R6: in area of change
X:22315001-22422827	X:22913165..23020991	 R6:  
3L:1-24543557	3L:1..24550457	 R6: includes 3 area(s) of change
2R:1-5335000	2R:4112496..9447495	 R6: includes 2 area(s) of change
2R:12970001-15115000	2R:17082496..19227495	 R6:  
2R:15285001-17790000	2R:19397496..21902495	 R6: includes 1 area of change
2R:19275001-20300000	2R:23387478..24412477	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:1-1765000	3R:4174279..5939278	 R6:  
3R:2745001-9055000	3R:6919279..13229278	 R6:  
3R:9075001-9730000	3R:13249279..13904278	 R6:  
3R:9650001-10890000	3R:13824279..15064278	 R6:  
3R:11950001-21065000	3R:16124279..25239278	 R6:  
3R:21505001-27905000	3R:25679279..32079278	 R6:  
2L:21440001-21745000	2L:21440001..21745000	 R6: includes 1 area of change
2L:21980001-22505000	2L:21980001..22612268	 R6: includes 1 area of change
2L:22515001-23011544	2L:?..?	 R6: in area of change
X:1-160000	X:103614..265967	 R6: includes 105 area(s) of change
X:340001-545000	X:445968..650967	 R6:  
X:460001-705000	X:565968..810967	 R6:  
X:3555001-3990000	X:3660968..4095967	 R6:  
X:5250001-5570000	X:5355968..5675967	 R6:  
X:6950001-7235000	X:7055968..7340967	 R6:  
X:7780001-8030000	X:7885968..8135967	 R6:  
X:10030001-10340000	X:10135968..10445967	 R6:  
X:13810001-14505000	X:13915968..14610967	 R6:  
X:21440001-21780000	X:21568974..22378167	 R6: includes 16 area(s) of change
X:22200001-22422827	X:22798165..23020991	 R6:  
3L:1-6005000	3L:1..6011900	 R6: includes 1 area of change
3L:6180001-24543557	3L:6186901..24550457	 R6: includes 2 area(s) of change
2R:1-1380000	2R:4112496..5492495	 R6: includes 2 area(s) of change
2R:2060001-2310000	2R:6172496..6422495	 R6:  
2R:2215001-2450000	2R:6327496..6562495	 R6:  
2R:20485001-20685000	2R:24597478..24797477	 R6:  
2R:21045001-21146708	2R:25157478..25259185	 R6:  
3R:1-11690000	3R:4174279..15864278	 R6:  
3R:12385001-27905000	3R:16559279..32079278	 R6:  
